,birthDate,birthPlace,assistences,field_goal_percentage,field_goal_percentage_3_pts,free_throw_percentage,games,player_efficiency_rating,points,total_rebounds,win_shares,effective_field_goal_percentage,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,salary
1981,"April 19, 1991","New York, New York",0.7,31.9,18.8,76.9,27,7.8,2.0,0.6,-0.2,35.1,University of Louisville,47.0,2.0,Philadelphia 76ers,2014,6-0,"South Kent School in South Kent, Connecticut",Russ Smith,Point Guard,Right,165lb,816482.0
1982,"March 31, 1969","Highland Park, Michigan",3.1,44.0,35.8,84.5,942,16.1,14.3,3.2,83.7,49.4,Michigan State University,5.0,1.0,Miami Heat,1991,6-7,"Pershing in Detroit, Michigan",Steve Smith,Shooting Guard,Right,200lb,4559135.5
1985,"June 14, 1968","Wauwatosa, Wisconsin",1.9,43.1,30.7,69.0,457,11.4,5.5,1.6,6.7,45.6,Marquette University,51.0,2.0,Los Angeles Lakers,1990,6-3,"East in Wauwatosa, Wisconsin",Tony Smith,Point Guard and Shooting Guard,Right,185lb,509642.84
1986,"August 23, 1966","Eindhoven, Netherlands",1.4,50.7,11.5,77.3,867,17.9,14.8,6.1,56.6,50.7,Marist College,2.0,1.0,Indiana Pacers,1988,7-4,"Almonta in Eindhoven, Netherlands",Rik Smits,Center,Right,250lb,3977272.8
1987,"August 31, 1962","Welland, Canada",0.3,43.1,0.0,61.7,194,7.4,2.9,2.2,0.7,43.1,Canisius College,25.0,2.0,Portland Trail Blazers,1985,7-0,"Eastdale in Port Robinson, Canada",Mike Smrek,Power Forward and Center,Right,250lb,208750.0
1988,"November 10, 1991","Los Angeles, California",1.0,42.5,38.2,81.9,442,9.0,6.2,2.4,13.5,53.4,University of New Mexico,20.0,1.0,Chicago Bulls,2013,6-7,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,3321415.2
1989,"April 24, 1973","Canton, Ohio",5.0,42.4,20.8,76.3,846,12.2,6.8,2.5,43.4,43.0,Michigan State University,43.0,2.0,Milwaukee Bucks,1995,6-3,"McKinley in Canton, Ohio",Eric Snow,Shooting Guard and Point Guard,Right,190lb,3658846.5
1990,"June 5, 1983","Los Angeles, California",1.1,43.8,32.7,69.9,211,12.4,6.3,2.3,4.5,47.9,"University of Nevada, Reno",16.0,1.0,Utah Jazz,2004,6-6,"Upland in Upland, California",Kirk Snyder,Power Forward and Shooting Guard and Small Forward,Right,225lb,1667508.2
1991,"January 15, 1953","Bronx, New York",4.3,45.9,29.1,84.3,821,13.9,13.3,2.6,32.0,46.6,"University of Nevada, Las Vegas",16.0,1.0,Phoenix Suns,1975,6-3,"DeWitt Clinton in Bronx, New York",Ricky Sobers,Shooting Guard and Point Guard,Right,198lb,351000.0
1992,"July 20, 1978","Hartford, Connecticut",2.0,37.8,29.8,69.2,115,10.5,5.1,1.1,0.0,44.3,Clemson University,33.0,2.0,Memphis Grizzlies,2001,6-1,"East Hartford in East Hartford, Connecticut",Will Solomon,Point Guard and Shooting Guard,Right,185lb,522167.0
1993,"February 14, 1978","Marijampole, Lithuania",1.2,49.9,15.8,84.4,495,13.3,6.9,3.4,15.9,49.9,Wake Forest University,50.0,2.0,Boston Celtics,2002,6-9,"New Hampton School in New Hampton, New Hampshire",Darius Songaila,Center and Power Forward,Right,248lb,3167241.5
1994,"November 22, 1981","Dakar, Senegal",0.2,41.6,-,67.8,76,9.3,2.9,2.8,0.8,41.6,"California State University, Fullerton",47.0,2.0,Miami Heat,2004,6-10,"Jean Di La Fontaine in Dakar, Senegal",Pape Sow,Center,Right,250lb,590525.3
1997,"August 4, 1987","St. Petersburg, Florida",0.7,45.9,35.6,79.7,705,16.7,7.9,4.1,25.8,48.4,University of Florida,16.0,1.0,Philadelphia 76ers,2008,6-10,"Hargrave Military Academy in Chatham, Virginia",Marreese Speights,Power Forward and Center,Right,255lb,2574358.8
1999,"December 6, 1969","Atlanta, Georgia",0.7,51.6,0.0,58.0,157,9.9,5.9,3.5,0.0,51.6,"University of Georgia, University of Nevada, Las Vegas",25.0,1.0,Los Angeles Clippers,1992,7-0,"Booker T. Washington in Atlanta, Georgia",Elmore Spencer,Center,Left,270lb,939250.0
2000,"January 15, 1968","Louisville, Kentucky",0.3,48.4,0.0,65.8,640,10.8,5.2,5.4,20.9,48.4,University of Louisville,6.0,1.0,Minnesota Timberwolves,1990,7-0,"Eastern in Middletown, Kentucky",Felton Spencer,Center,Right,265lb,1557945.8
2002,"September 8, 1970","Milwaukee, Wisconsin",4.0,42.5,33.7,80.4,913,15.1,18.3,4.1,56.3,46.4,University of Alabama,24.0,1.0,Golden State Warriors,1992,6-5,"Washington in Milwaukee, Wisconsin",Latrell Sprewell,Small Forward and Shooting Guard,Right,190lb,7466154.0
2004,"July 24, 1975","Nashville, Tennessee",0.2,35.2,0.0,78.7,43,7.2,2.3,1.8,0.2,35.2,University of South Carolina,48.0,2.0,Cleveland Cavaliers,1998,6-11,"Cheatham County in Chapmansboro, Tennessee",Ryan Stack,Power Forward,Right,215lb,336250.0
2005,"November 5, 1974","Kinston, North Carolina",3.3,40.9,30.9,82.2,970,16.5,16.9,3.2,52.4,44.6,University of North Carolina,3.0,1.0,Philadelphia 76ers,1995,6-6,"Oak Hill Academy in Mouth of Wilson, Virginia",Jerry Stackhouse,Shooting Guard and Small Forward,Right,218lb,4442465.5
2006,"February 27, 1961","Wilmington, Delaware",2.0,44.4,22.4,77.9,192,9.9,6.3,1.4,2.4,45.5,Temple University,15.0,1.0,Dallas Mavericks,1984,6-5,"Newark in Newark, Delaware",Terence Stansbury,Shooting Guard,Right,170lb,160000.0
2008,"October 7, 1993","Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49.0,University of Michigan,8.0,1.0,Sacramento Kings,2014,6-6,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,3103866.8
2011,"October 21, 1966","Evanston, Illinois",1.0,33.3,20.0,79.2,38,7.4,1.9,0.6,-0.4,34.7,Purdue University,31.0,2.0,Philadelphia 76ers,1988,6-2,"Evanston Township in Evanston, Illinois",Everette Stephens,Point Guard,Right,175lb,100000.0
2013,"September 5, 1990","Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40.0,2.0,Indiana Pacers,2010,6-6,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,3098667.2
2015,"November 7, 1959","Chapel Hill, North Carolina",1.2,46.9,31.0,82.0,238,12.5,5.4,1.4,4.6,47.4,Georgia Institute of Technology,17.0,1.0,Kansas City Kings,1982,6-5,"North Springs in Atlanta, Georgia",Brook Steppe,Point Guard and Shooting Guard,Right,195lb,100000.0
2017,"December 19, 1973","Brooklyn, New York",0.1,46.2,-,64.0,15,14.0,2.7,2.1,0.2,46.2,"University of Nevada, Las Vegas, California State University, Bakersfield",35.0,2.0,Philadelphia 76ers,1997,6-8,"Our Savior Lutheran in Bronx, New York",Kebu Stewart,Power Forward,Right,239lb,130470.5
2021,"November 17, 1960","St. Louis, Missouri",2.3,48.4,17.9,79.6,403,15.1,13.2,7.8,30.4,48.6,University of Missouri,2.0,1.0,Indiana Pacers,1983,6-11,"De Smet Jesuit in Creve Coeur, Missouri",Steve Stipanovich,Center,Right,245lb,655000.0
2022,"December 10, 1970","Emporia, Virginia",2.0,42.4,32.9,84.1,586,12.8,10.1,3.4,29.5,45.6,University of Virginia,13.0,1.0,Denver Nuggets,1992,6-5,"Brunswick in Lawrenceville, Virginia",Bryant Stith,Shooting Guard,Right,208lb,2925545.5
2025,"March 26, 1962","Spokane, Washington",10.5,51.5,38.4,82.6,1504,21.8,13.1,2.7,207.7,54.6,Gonzaga University,16.0,1.0,Utah Jazz,1984,6-1,"Gonzaga Preparatory School in Spokane, Washington",John Stockton,Point Guard,Right,170lb,3985470.5
2027,"September 3, 1971","Syracuse, New York",0.3,33.3,-,50.0,4,6.4,0.8,1.0,0.0,33.3,University of Arizona,35.0,2.0,Miami Heat,1993,7-0,"Saint Bernard in Playa del Rey, California",Ed Stokes,Center,Right,264lb,272500.0
2028,"August 5, 1963","New Haven, Connecticut",0.4,44.5,0.0,69.6,42,9.0,3.1,1.5,0.3,44.5,University of Iowa,33.0,2.0,Philadelphia 76ers,1985,6-10,"Hamilton in Hamilton, Ohio",Greg Stokes,Power Forward,Right,220lb,70000.0
2029,"January 7, 1994","Memphis, Tennessee",0.3,58.1,-,53.1,28,19.4,2.4,1.4,0.6,58.1,University of Tennessee,35.0,2.0,Utah Jazz,2014,6-9,"Southwind HS in Memphis, Tennessee",Jarnell Stokes,Center and Power Forward,Right,263lb,573353.0
2030,"February 10, 1997","Milwaukee, Wisconsin",0.0,23.1,-,100.0,7,-1.2,1.4,0.9,-0.1,23.1,University of Maryland,40.0,2.0,New Orleans Pelicans,2016,6-11,"Dominican in Whitefish Bay, Wisconsin",Diamond Stone,Center,Right,255lb,635360.7
2033,"September 3, 1973","Portland, Oregon",6.1,40.6,35.7,83.3,878,15.4,13.4,3.5,55.4,46.4,University of Arizona,7.0,1.0,Toronto Raptors,1995,5-10,"Woodrow Wilson in Portland, Oregon",Damon Stoudamire,Point Guard,Left,171lb,6644813.0
2034,"October 11, 1982","Portland, Oregon",1.0,40.7,36.6,88.2,157,11.8,8.0,1.4,2.2,48.3,University of Arizona,31.0,2.0,Atlanta Hawks,2005,6-1,"Lake Oswego in Lake Oswego, Oregon",Salim Stoudamire,Point Guard and Shooting Guard,Left,179lb,729000.0
2036,"June 15, 1985","New York, New York",0.9,31.5,24.0,47.4,33,6.2,2.2,0.8,-0.2,34.8,University of Maryland,59.0,2.0,Phoenix Suns,2007,6-5,"Mater Dei in Corona, California",D.J. Strawberry,Shooting Guard,Right,201lb,427163.0
2039,"July 11, 1966","Bronx, New York",7.3,45.4,28.2,72.1,1094,18.0,13.2,3.7,85.8,46.2,DePaul University,19.0,1.0,New York Knicks,1988,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Rod Strickland,Shooting Guard and Point Guard,Right,175lb,2744221.2
2041,"February 9, 1968","Los Angeles, California",0.6,43.0,18.0,78.6,456,13.8,6.8,4.9,18.5,43.2,Xavier University,47.0,2.0,Philadelphia 76ers,1990,6-8,"Pacific Palisades in Pacific Palisades, California",Derek Strong,Power Forward,Right,220lb,1851472.8
2042,"May 10, 1968","Nansemond County, Virginia",1.1,32.9,13.3,71.4,13,5.8,4.6,1.2,-0.5,34.2,Christopher Newport University,43.0,2.0,Golden State Warriors,1991,6-4,"Forest Glen in Suffolk, Virginia",Lamont Strothers,Shooting Guard,Right,190lb,150000.0
2043,"April 21, 1986","Seattle, Washington",3.6,42.3,30.0,82.4,651,14.9,12.6,2.9,28.7,44.3,Eastern Washington University,15.0,1.0,Detroit Pistons,2007,6-5,"Kentwood in Kent, Washington",Rodney Stuckey,Point Guard and Shooting Guard,Right,210lb,4805707.0
2044,"March 4, 1992","Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21.0,1.0,Boston Celtics,2012,6-9,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,2398884.0
2045,"January 24, 1988","Baltimore, Maryland",0.3,38.4,36.7,64.2,83,7.1,3.3,1.0,-0.1,43.8,Georgetown University,35.0,2.0,Detroit Pistons,2009,6-8,"McDonogh School in Owings Mills, Maryland",DaJuan Summers,Power Forward and Small Forward,Right,230lb,507640.0
2047,"July 2, 1961","Sioux Falls, South Dakota",2.9,45.2,39.2,84.9,502,12.5,7.7,1.1,8.9,48.3,University of Missouri,16.0,1.0,Seattle SuperSonics,1983,6-2,"Blue Springs in Blue Springs, Missouri",Jon Sundvold,Point Guard and Shooting Guard,Right,170lb,242000.0
2048,"March 25, 1973","Wilkes-Barre, Pennsylvania",3.8,41.4,32.5,68.9,657,14.3,8.6,3.4,28.3,46.0,Florida State University,17.0,1.0,Cleveland Cavaliers,1995,6-5,"G.A.R. Memorial in Wilkes-Barre, Pennsylvania",Bob Sura,Shooting Guard and Point Guard,Right,200lb,3491993.8
2049,"December 3, 1967","Santa Cruz, California",1.7,39.6,36.1,74.3,168,9.7,4.5,0.9,1.0,48.0,Oral Roberts University,49.0,2.0,San Antonio Spurs,1991,6-2,"Douglass in Oklahoma City, Oklahoma",Greg Sutton,Point Guard,Right,170lb,188166.67
2050,"April 18, 1997","Indianapolis, Indiana",0.5,37.2,13.3,66.7,48,6.1,2.2,2.5,-0.2,38.1,Purdue University,26.0,1.0,Portland Trail Blazers,2017,6-9,"Homestead in Fort Wayne, Indiana",Caleb Swanigan,Power Forward,Right,250lb,1465920.0
2051,"October 25, 1982","Oxon Hill, Maryland",0.6,48.5,0.0,68.9,233,15.1,6.5,4.5,7.8,48.5,Georgetown University,9.0,1.0,New York Knicks,2003,6-8,"Oxon Hill in Oxon Hill, Maryland",Mike Sweetney,Center and Power Forward,Right,275lb,2158399.0
2053,"November 21, 1979","Shreveport, Louisiana",0.5,47.3,7.4,69.9,547,16.1,8.4,4.6,21.3,47.3,Louisiana State University,2.0,1.0,Vancouver Grizzlies,2000,6-9,"Fair Park in Shreveport, Louisiana",Stromile Swift,Power Forward and Center,Right,225lb,4798938.0
2057,"March 5, 1977","Madrid, Spain",2.4,48.5,40.6,86.0,651,16.0,14.1,4.0,53.3,52.6,Miami University,6.0,1.0,Minnesota Timberwolves,1999,6-7,"Cold Spring Harbor in Cold Spring Harbor, New York",Wally Szczerbiak,Small Forward,Right,244lb,7474514.5
2060,"March 10, 1985","Brooklyn, New York",0.1,60.5,-,16.7,17,15.6,2.8,2.1,0.5,60.5,University of Pittsburgh,42.0,2.0,Golden State Warriors,2005,6-10,"Xaverian in Brooklyn, New York",Chris Taft,Center,Right,260lb,543985.5
2062,"November 28, 1964","New York, New York",1.0,48.3,17.6,74.4,280,18.4,12.6,10.0,19.8,48.4,University of Michigan,7.0,1.0,Dallas Mavericks,1986,6-11,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb,817142.9
2063,"March 3, 1998","St. Louis, Missouri",1.9,46.1,40.0,84.0,159,15.2,14.8,5.5,12.0,52.0,Duke University,3.0,1.0,Boston Celtics,2017,6-8,"Chaminade College Prep in St. Louis, Missouri",Jayson Tatum,Small Forward,Right,208lb,5645400.0
2065,"November 30, 1965","Los Angeles, California",2.0,39.7,0.0,75.0,21,11.1,6.9,1.6,0.2,39.7,University of Oregon,44.0,2.0,Atlanta Hawks,1988,6-4,"Beaverton in Beaverton, Oregon",Anthony Taylor,Point Guard,Right,175lb,100000.0
2068,"May 23, 1989","Norrkoping, Sweden",0.8,40.9,31.9,66.5,132,8.9,6.1,2.0,1.3,46.5,Vanderbilt University,31.0,2.0,Charlotte Bobcats,2012,6-7,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb,759705.0
2069,"December 8, 1986","Tavares, Florida",0.7,44.1,28.4,73.0,65,11.9,5.4,1.7,0.2,47.1,University of Central Florida,32.0,2.0,Washington Wizards,2009,6-4,"Tavares in Tavares, Florida",Jermaine Taylor,Shooting Guard,Right,210lb,752935.5
2070,"June 4, 1974","Chattanooga, Tennessee",0.5,40.2,39.4,71.8,54,8.7,4.7,2.2,0.1,45.8,"Indian Hills Community College, University of Tennessee at Chattanooga",17.0,1.0,Orlando Magic,1997,6-9,"Howard in Chattanooga, Tennessee",Johnny Taylor,Small Forward,Right,220lb,1037093.3
2071,"October 30, 1976","Detroit, Michigan",1.2,46.6,15.2,71.1,534,13.1,11.0,4.6,9.9,46.7,University of Michigan,14.0,1.0,Los Angeles Clippers,1997,6-9,"Henry Ford in Detroit, Michigan",Maurice Taylor,Small Forward and Center and Power Forward,Right,260lb,4858556.0
2072,"January 21, 1986","Chicago, Illinois",2.1,41.2,32.5,69.1,51,10.1,5.7,1.7,-0.4,43.6,Iowa State University,55.0,2.0,Portland Trail Blazers,2008,6-2,"Marshall in Milwaukee, Wisconsin",Mike Taylor,Point Guard,Right,165lb,500000.0
2073,"April 12, 1990","Hoboken, New Jersey",0.9,35.4,36.0,68.4,61,5.8,2.9,0.5,-0.9,37.9,University of Kansas,41.0,2.0,Portland Trail Blazers,2012,6-3,"Saint Anthony in Jersey City, New Jersey",Tyshawn Taylor,Point Guard,Right,185lb,631238.0
2074,"April 10, 1960","Broaddus, Texas",1.4,46.5,21.0,79.2,687,13.7,11.6,2.6,13.4,46.7,Baylor University,16.0,1.0,Houston Rockets,1982,6-5,"Broaddus in Broaddus, Texas",Terry Teagle,Shooting Guard and Small Forward,Right,195lb,430000.0
2075,"June 10, 1988","Indianapolis, Indiana",5.8,44.5,35.6,84.2,712,17.1,12.7,2.5,48.3,48.9,Wake Forest University,19.0,1.0,Atlanta Hawks,2009,6-2,"Pike in Indianapolis, Indiana",Jeff Teague,Point Guard,Right,195lb,6518191.0
2076,"February 28, 1993","Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1.0,-0.9,36.3,University of Kentucky,29.0,1.0,Chicago Bulls,2012,6-2,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,845496.25
2081,"September 15, 1977","Seattle, Washington",3.8,44.4,38.0,84.5,1410,16.2,13.4,2.3,102.0,51.7,University of Arizona,10.0,1.0,Atlanta Hawks,1999,6-2,"Franklin in Seattle, Washington",Jason Terry,Point Guard and Shooting Guard,Right,185lb,5697560.5
2084,"October 13, 1957","Inglewood, California",6.3,47.1,25.2,82.6,1026,16.6,18.5,3.3,66.9,47.9,"University of Nevada, Las Vegas",9.0,1.0,Chicago Bulls,1978,6-7,"Inglewood in Inglewood, California",Reggie Theus,Shooting Guard and Point Guard,Right,190lb,587000.0
2090,"April 1, 1978","Harlem, New York",0.4,51.3,-,60.3,409,14.5,5.7,4.7,14.9,51.3,Syracuse University,12.0,1.0,Dallas Mavericks,2000,6-9,"Booker T. Washington in Tulsa, Oklahoma",Etan Thomas,Power Forward and Center,Right,256lb,4061020.8
2092,"February 7, 1989","Tacoma, Washington",5.1,43.7,36.0,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60.0,2.0,Sacramento Kings,2011,5-9,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,4160013.5
2093,"April 30, 1961","Chicago, Illinois",9.3,45.2,29.0,75.9,979,18.1,19.2,3.6,80.7,46.5,Indiana University,2.0,1.0,Detroit Pistons,1981,6-1,"St. Joseph in Westchester, Illinois",Isiah Thomas,Point Guard,Right,180lb,1668100.0
2096,"October 19, 1960","Lakeland, Florida",2.3,47.1,17.0,76.3,161,12.5,8.4,2.6,4.9,47.5,Indiana University,40.0,2.0,Indiana Pacers,1983,6-3,"Nova in Fort Lauderdale, Florida",Jim Thomas,Shooting Guard,Right,190lb,75000.0
2097,"September 8, 1975","Minneapolis, Minnesota",0.3,50.2,0.0,59.1,208,9.4,2.7,2.1,3.2,50.2,University of Minnesota,25.0,1.0,New York Knicks,1997,6-9,"Roosevelt in Minneapolis, Minnesota",John Thomas,Power Forward and Center,Right,265lb,498423.6
2098,"July 25, 1977","Atlanta, Georgia",1.5,46.5,24.4,69.9,632,13.9,9.3,6.9,31.2,47.1,University of New Mexico,22.0,1.0,Houston Rockets,1999,6-7,"Albuquerque in Albuquerque, New Mexico",Kenny Thomas,Power Forward,Right,261lb,4964833.0
2099,"October 4, 1972","Dallas, Texas",1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,Texas Christian University,10.0,1.0,Miami Heat,1995,6-9,"Hillcrest in Dallas, Texas",Kurt Thomas,Center and Power Forward,Right,230lb,3971476.5
2102,"February 26, 1977","Paterson, New Jersey",1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,Villanova University,7.0,1.0,New Jersey Nets,1997,6-10,"Paterson Catholic in Paterson, New Jersey",Tim Thomas,Power Forward and Small Forward,Right,230lb,6990961.0
2103,"August 17, 1986","Baton Rouge, Louisiana",0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,Louisiana State University,4.0,1.0,Portland Trail Blazers,2006,6-9,"McKinley in Baton Rouge, Louisiana",Tyrus Thomas,Power Forward and Center,Right,215lb,5181903.0
2104,"May 20, 1990","Long Island, New York",0.1,39.3,30.8,71.4,24,12.0,2.4,1.0,0.0,42.6,University of Georgia,37.0,2.0,Los Angeles Clippers,2011,6-10,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb,617899.5
2105,"August 30, 1962","Phoenix, Arizona",1.3,43.9,0.0,78.9,204,10.2,5.3,1.7,3.4,43.9,"California State University, Fresno",19.0,1.0,Portland Trail Blazers,1984,6-6,"South Mountain in Phoenix, Arizona",Bernard Thompson,Small Forward and Power Forward and Shooting Guard,Right,210lb,156666.67
2106,"December 1, 1963","Camden, New Jersey",1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,University of Louisville,19.0,1.0,Atlanta Hawks,1986,6-7,"Camden in Camden, New Jersey",Billy Thompson,Small Forward,Right,195lb,298333.34
2107,"July 19, 1970","Dallas, Texas",1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,"Texas A&M University, Oklahoma State University",27.0,1.0,Orlando Magic,1994,6-4,"Littleton in Littleton, Colorado",Brooks Thompson,Point Guard,Left,193lb,701825.0
2108,"February 23, 1983","Los Angeles, California",0.2,42.5,30.8,87.5,16,16.4,2.8,1.2,0.2,47.5,"University of California, Los Angeles",54.0,2.0,New York Knicks,2005,6-7,"Redondo Union in Redondo Beach, California",Dijon Thompson,Shooting Guard and Small Forward,Right,195lb,243931.5
2110,"July 21, 1986","Camden, New Jersey",1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,Rider University,12.0,1.0,Sacramento Kings,2008,6-11,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb,3153704.8
2111,"February 7, 1971","Winston-Salem, North Carolina",0.2,42.9,0.0,50.0,14,4.9,0.9,0.9,0.0,42.9,North Carolina State University,48.0,2.0,Portland Trail Blazers,1993,6-11,"Glenn in Winston-Salem, North Carolina",Kevin Thompson,Center,Right,260lb,150000.0
2112,"February 8, 1990","Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11.0,1.0,Golden State Warriors,2011,6-7,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,8542292.0
2113,"June 23, 1961","Cincinnati, Ohio",1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,University of Texas at Austin,5.0,1.0,Kansas City Kings,1982,6-10,"Withrow in Cincinnati, Ohio",LaSalle Thompson,Center,Right,245lb,1150772.8
2114,"January 30, 1955","Nassau, Bahamas",2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,University of Minnesota,1.0,1.0,Portland Trail Blazers,1978,6-10,"Jackson in Miami, Florida",Mychal Thompson,Center and Power Forward,Right,226lb,881833.3
2116,"May 25, 1961","Smyrna, Tennessee",1.5,43.2,21.0,79.2,154,13.7,8.9,3.5,4.9,43.8,Tulane University,50.0,3.0,Cleveland Cavaliers,1983,6-6,"Peabody in Alexandria, Louisiana",Paul Thompson,Small Forward,Right,210lb,87500.0
2117,"March 13, 1991","Toronto, Canada",0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,University of Texas at Austin,4.0,1.0,Cleveland Cavaliers,2011,6-10,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,8989202.0
2118,"December 7, 1983","Perry, Georgia",1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,Florida State University,14.0,1.0,Los Angeles Clippers,2007,6-8,"Perry in Perry, Georgia",Al Thornton,Small Forward and Power Forward,Right,220lb,2035729.0
2120,"June 5, 1987","Baton Rouge, Louisiana",1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,Louisiana State University,43.0,2.0,Miami Heat,2009,6-4,"Tara in Baton Rouge, Louisiana",Marcus Thornton,Shooting Guard,Right,205lb,3902515.2
2121,"November 15, 1994","Lancaster, South Carolina",0.6,41.5,34.2,68.9,137,7.6,2.5,1.3,1.0,46.1,University of South Carolina,48.0,2.0,Milwaukee Bucks,2017,6-5,"Oak Hill Academy in Mouth of Wilson, Virginia",Sindarius Thornwell,Shooting Guard,Right,215lb,815615.0
